date,current_energy_generation,realized_load
2015-06-12 00:00:00+00:00,14041.809895833334,14524.859375
2015-06-13 00:00:00+00:00,11348.864583333334,12209.200520833334
2015-06-14 00:00:00+00:00,10805.700520833334,11027.854166666666
2015-06-15 00:00:00+00:00,13353.755208333334,14194.481770833334
2015-06-16 00:00:00+00:00,13622.4765625,14361.434895833334
2015-06-17 00:00:00+00:00,14061.463541666666,14415.895833333334
2015-06-18 00:00:00+00:00,14510.341145833334,14572.098958333334
2015-06-19 00:00:00+00:00,14119.244791666666,14379.53125
2015-06-20 00:00:00+00:00,10768.3125,11973.9140625
2015-06-21 00:00:00+00:00,10002.958333333334,11159.986979166666
2015-06-22 00:00:00+00:00,13442.90625,14275.401041666666
2015-06-23 00:00:00+00:00,14868.174479166666,14676.0703125
2015-06-24 00:00:00+00:00,14754.7109375,14755.083333333334
2015-06-25 00:00:00+00:00,14139.169270833334,14568.520833333334
2015-06-26 00:00:00+00:00,13655.8359375,14297.424479166666
2015-06-27 00:00:00+00:00,12042.104166666666,12146.356770833334
2015-06-28 00:00:00+00:00,11182.393229166666,10975.708333333334
2015-06-29 00:00:00+00:00,14375.265625,14254.403645833334
2015-06-30 00:00:00+00:00,14615.010416666666,14410.427083333334
2015-07-01 00:00:00+00:00,15533.924479166666,14893.963541666666
2015-07-02 00:00:00+00:00,15997.901041666666,15230.239583333334
2015-07-03 00:00:00+00:00,14205.260416666666,14888.153645833334
2015-07-04 00:00:00+00:00,12455.848958333334,12557.9609375
2015-07-05 00:00:00+00:00,11478.010416666666,11564.2734375
2015-07-06 00:00:00+00:00,14545.2265625,14727.372395833334
2015-07-07 00:00:00+00:00,14240.096354166666,15002.119791666666
2015-07-08 00:00:00+00:00,15277.591145833334,14934.5390625
2015-07-09 00:00:00+00:00,15015.2421875,14696.791666666666
2015-07-10 00:00:00+00:00,14007.997395833334,14292.6171875
2015-07-11 00:00:00+00:00,11438.705729166666,12109.708333333334
2015-07-12 00:00:00+00:00,10922.182291666666,11314.739583333334
2015-07-13 00:00:00+00:00,13153.7109375,14529.958333333334
2015-07-14 00:00:00+00:00,13800.216145833334,14815.927083333334
2015-07-15 00:00:00+00:00,13998.859375,14793.544270833334
2015-07-16 00:00:00+00:00,13986.4375,14834.442708333334
2015-07-17 00:00:00+00:00,14691.940104166666,14652.9609375
2015-07-18 00:00:00+00:00,12682.924479166666,12114.825520833334
2015-07-19 00:00:00+00:00,11685.684895833334,11245.567708333334
2015-07-20 00:00:00+00:00,13986.346354166666,14417.846354166666
2015-07-21 00:00:00+00:00,15106.0390625,14938.822916666666
2015-07-22 00:00:00+00:00,14487.291666666666,14938.067708333334
2015-07-23 00:00:00+00:00,14087.078125,14646.049479166666
2015-07-24 00:00:00+00:00,14118.09375,14366.221354166666
2015-07-25 00:00:00+00:00,13347.395833333334,12414.7265625
2015-07-26 00:00:00+00:00,11822.138020833334,11015.026041666666
2015-07-27 00:00:00+00:00,13836.783854166666,14181.130208333334
2015-07-28 00:00:00+00:00,14413.604166666666,14467.205729166666
2015-07-29 00:00:00+00:00,14424.640625,14369.734375
2015-07-30 00:00:00+00:00,14429.6953125,14331.833333333334
2015-07-31 00:00:00+00:00,12771.716145833334,13860.080729166666
2015-08-01 00:00:00+00:00,10768.0390625,11785.307291666666
2015-08-02 00:00:00+00:00,10228.390625,10884.614583333334
2015-08-03 00:00:00+00:00,13372.104166666666,14061.671875
2015-08-04 00:00:00+00:00,13668.21875,14354.346354166666
2015-08-05 00:00:00+00:00,13527.828125,14146.591145833334
2015-08-06 00:00:00+00:00,14028.205729166666,14438.533854166666
2015-08-07 00:00:00+00:00,13598.033854166666,14122.455729166666
2015-08-08 00:00:00+00:00,11944.416666666666,12309.6796875
2015-08-09 00:00:00+00:00,11130.247395833334,11264.520833333334
2015-08-10 00:00:00+00:00,13499.0625,14120.072916666666
2015-08-11 00:00:00+00:00,14155.4453125,14474.713541666666
2015-08-12 00:00:00+00:00,14293.588541666666,14467.830729166666
2015-08-13 00:00:00+00:00,15289.333333333334,14514.549479166666
2015-08-14 00:00:00+00:00,14390.643229166666,14235.9140625
2015-08-15 00:00:00+00:00,11450.484375,11915.7421875
2015-08-16 00:00:00+00:00,10920.8515625,11111.895833333334
2015-08-17 00:00:00+00:00,13523.5,14103.947916666666
2015-08-18 00:00:00+00:00,13804.645833333334,14201.661458333334
2015-08-19 00:00:00+00:00,13370.432291666666,14126.080729166666
2015-08-20 00:00:00+00:00,13606.986979166666,14212.947916666666
2015-08-21 00:00:00+00:00,13774.122395833334,13955.432291666666
2015-08-22 00:00:00+00:00,12616.552083333334,11961.481770833334
2015-08-23 00:00:00+00:00,12967.111979166666,11182.799479166666
2015-08-24 00:00:00+00:00,14853.125,14414.080729166666
2015-08-25 00:00:00+00:00,15603.7109375,14674.505208333334
2015-08-26 00:00:00+00:00,15672.192708333334,14725.893229166666
2015-08-27 00:00:00+00:00,15293.536458333334,14715.4296875
2015-08-28 00:00:00+00:00,14614.419270833334,14345.627604166666
2015-08-29 00:00:00+00:00,12641.447916666666,12135.8515625
2015-08-30 00:00:00+00:00,11831.234375,11308.346354166666
2015-08-31 00:00:00+00:00,15109.729166666666,14639.4609375
2015-09-01 00:00:00+00:00,15892.033854166666,14940.596354166666
2015-09-02 00:00:00+00:00,15444.583333333334,14671.895833333334
2015-09-03 00:00:00+00:00,14877.130208333334,14578.747395833334
2015-09-04 00:00:00+00:00,15411.244791666666,14393.455729166666
2015-09-05 00:00:00+00:00,13717.7109375,12289.635416666666
2015-09-06 00:00:00+00:00,13231.544270833334,11475.111979166666
2015-09-07 00:00:00+00:00,14525.03125,14498.122395833334
2015-09-08 00:00:00+00:00,14957.486979166666,14733.361979166666
2015-09-09 00:00:00+00:00,15307.28125,14601.927083333334
2015-09-10 00:00:00+00:00,15269.697916666666,14639.1640625
2015-09-11 00:00:00+00:00,14903.638020833334,14478.90625
2015-09-12 00:00:00+00:00,13397.494791666666,12364.138020833334
2015-09-13 00:00:00+00:00,12147.424479166666,11438.981770833334
2015-09-14 00:00:00+00:00,14946.052083333334,14765.0859375
2015-09-15 00:00:00+00:00,15515.7890625,15069.3984375
2015-09-16 00:00:00+00:00,18690.354166666668,15119.276041666666
2015-09-17 00:00:00+00:00,16089.333333333334,15172.5546875
2015-09-18 00:00:00+00:00,15435.8046875,14539.018229166666
2015-09-19 00:00:00+00:00,16552.296875,12257.375
2015-09-20 00:00:00+00:00,12227.1875,11403.880208333334
2015-09-21 00:00:00+00:00,15186.372395833334,14585.169270833334
2015-09-22 00:00:00+00:00,15272.981770833334,14958.9765625
2015-09-23 00:00:00+00:00,15214.1875,14950.736979166666
2015-09-24 00:00:00+00:00,15442.200520833334,14940.955729166666
2015-09-25 00:00:00+00:00,14861.692708333334,14686.731770833334
2015-09-26 00:00:00+00:00,12798.2421875,12541.1953125
2015-09-27 00:00:00+00:00,12101.013020833334,11442.4453125
2015-09-28 00:00:00+00:00,15163.549479166666,14755.885416666666
2015-09-29 00:00:00+00:00,17397.276041666668,15075.1875
2015-09-30 00:00:00+00:00,15967.864583333334,14984.90625
2015-10-01 00:00:00+00:00,15682.424479166666,14706.528645833334
2015-10-02 00:00:00+00:00,15374.8203125,14380.080729166666
2015-10-03 00:00:00+00:00,12525.140625,11400.692708333334
2015-10-04 00:00:00+00:00,11780.5859375,11309.921875
2015-10-05 00:00:00+00:00,14737.96875,14494.546875
2015-10-06 00:00:00+00:00,15798.158854166666,15236.518229166666
2015-10-07 00:00:00+00:00,14928.502604166666,15175.065104166666
2015-10-08 00:00:00+00:00,14305.53125,15119.973958333334
2015-10-09 00:00:00+00:00,14132.302083333334,14799.854166666666
2015-10-10 00:00:00+00:00,13377.278645833334,12524.486979166666
2015-10-11 00:00:00+00:00,13222.885416666666,11622.973958333334
2015-10-12 00:00:00+00:00,15527.177083333334,14890.739583333334
2015-10-13 00:00:00+00:00,15352.247395833334,15553.1484375
2015-10-14 00:00:00+00:00,15415.390625,15868.731770833334
2015-10-15 00:00:00+00:00,15583.833333333334,15848.611979166666
2015-10-16 00:00:00+00:00,14825.299479166666,15454.864583333334
2015-10-17 00:00:00+00:00,12532.260416666666,13025.645833333334
2015-10-18 00:00:00+00:00,11743.682291666666,12066.609375
2015-10-19 00:00:00+00:00,14092.471354166666,15293.255208333334
2015-10-20 00:00:00+00:00,14195.9453125,15536.302083333334
2015-10-21 00:00:00+00:00,15343.013020833334,15492.591145833334
2015-10-22 00:00:00+00:00,16029.713541666666,15582.705729166666
2015-10-23 00:00:00+00:00,15204.609375,15124.276041666666
2015-10-24 00:00:00+00:00,13905.934895833334,12878.088541666666
2015-10-25 00:00:00+00:00,14519.408854166666,12048.729166666666
2015-10-26 00:00:00+00:00,15275.661458333334,15040.622395833334
2015-10-27 00:00:00+00:00,15673.403645833334,15456.231770833334
2015-10-28 00:00:00+00:00,15542.119791666666,15582.434895833334
2015-10-29 00:00:00+00:00,14856.408854166666,15483.497395833334
2015-10-30 00:00:00+00:00,14905.4296875,15244.1640625
2015-10-31 00:00:00+00:00,13456.651041666666,12743.380208333334
2015-11-01 00:00:00+00:00,11951.333333333334,11924.067708333334
2015-11-02 00:00:00+00:00,14627.104166666666,15259.924479166666
2015-11-03 00:00:00+00:00,15308.388020833334,15649.580729166666
2015-11-04 00:00:00+00:00,15476.15625,15639.1484375
2015-11-05 00:00:00+00:00,15157.1640625,15423.739583333334
2015-11-06 00:00:00+00:00,15314.734375,15217.463541666666
2015-11-07 00:00:00+00:00,14169.859375,13143.385416666666
2015-11-08 00:00:00+00:00,12881.5859375,11994.244791666666
2015-11-09 00:00:00+00:00,16181.0,15476.752604166666
2015-11-10 00:00:00+00:00,16353.119791666666,15817.479166666666
2015-11-11 00:00:00+00:00,16479.90625,15707.046875
2015-11-12 00:00:00+00:00,16223.723958333334,15726.067708333334
2015-11-13 00:00:00+00:00,16325.455729166666,15738.375
2015-11-14 00:00:00+00:00,14713.950520833334,13500.03125
2015-11-15 00:00:00+00:00,14166.78125,12593.734375
2015-11-16 00:00:00+00:00,16183.544270833334,15611.479166666666
2015-11-17 00:00:00+00:00,16934.255208333332,16069.890625
2015-11-18 00:00:00+00:00,16935.450520833332,16013.208333333334
2015-11-19 00:00:00+00:00,16784.119791666668,16256.5234375
2015-11-20 00:00:00+00:00,16213.40625,15846.03125
2015-11-21 00:00:00+00:00,14282.7890625,13663.716145833334
2015-11-22 00:00:00+00:00,14235.3828125,12840.583333333334
2015-11-23 00:00:00+00:00,16209.497395833334,16143.203125
2015-11-24 00:00:00+00:00,17414.015625,16806.932291666668
2015-11-25 00:00:00+00:00,16585.0,16668.408854166668
2015-11-26 00:00:00+00:00,16255.4765625,16452.864583333332
2015-11-27 00:00:00+00:00,16359.0390625,16190.119791666666
2015-11-28 00:00:00+00:00,15485.104166666666,14120.372395833334
2015-11-29 00:00:00+00:00,14813.036458333334,13244.565104166666
2015-11-30 00:00:00+00:00,16694.3046875,16299.278645833334
2015-12-01 00:00:00+00:00,17068.828125,16383.307291666666
2015-12-02 00:00:00+00:00,16514.075520833332,16293.7265625
2015-12-03 00:00:00+00:00,16767.2578125,16113.778645833334
2015-12-04 00:00:00+00:00,16885.755208333332,16055.182291666666
2015-12-05 00:00:00+00:00,14928.184895833334,13794.057291666666
2015-12-06 00:00:00+00:00,14139.341145833334,12789.390625
2015-12-07 00:00:00+00:00,15048.9375,15803.166666666666
2015-12-08 00:00:00+00:00,16281.338541666666,16256.315104166666
2015-12-09 00:00:00+00:00,16286.872395833334,16273.369791666666
2015-12-10 00:00:00+00:00,16732.828125,16504.684895833332
2015-12-11 00:00:00+00:00,17036.932291666668,16351.7734375
2015-12-12 00:00:00+00:00,14964.7109375,13701.6640625
2015-12-13 00:00:00+00:00,13976.408854166666,12761.854166666666
2015-12-14 00:00:00+00:00,15719.283854166666,15986.192708333334
2015-12-15 00:00:00+00:00,15388.359375,16100.408854166666
2015-12-16 00:00:00+00:00,16122.799479166666,16069.411458333334
2015-12-17 00:00:00+00:00,16121.208333333334,15537.526041666666
2015-12-18 00:00:00+00:00,15823.473958333334,15094.083333333334
2015-12-19 00:00:00+00:00,13985.354166666666,12992.5625
2015-12-20 00:00:00+00:00,12916.606770833334,12101.052083333334
2015-12-21 00:00:00+00:00,15548.216145833334,14494.559895833334
2015-12-22 00:00:00+00:00,15817.986979166666,14276.736979166666
2015-12-23 00:00:00+00:00,14855.265625,13642.15625
2015-12-24 00:00:00+00:00,12775.1875,11656.643229166666
2015-12-25 00:00:00+00:00,11631.7578125,10774.520833333334
2015-12-26 00:00:00+00:00,12990.544270833334,10861.231770833334
2015-12-27 00:00:00+00:00,12268.950520833334,11121.171875
2015-12-28 00:00:00+00:00,12500.002604166666,12650.96875
2015-12-29 00:00:00+00:00,13481.4453125,12736.1796875
2015-12-30 00:00:00+00:00,13072.286458333334,12844.807291666666
2015-12-31 00:00:00+00:00,12365.4453125,12119.197916666666
2016-01-01 00:00:00+00:00,10768.403645833334,10981.21875
2016-01-02 00:00:00+00:00,12885.0703125,12492.098958333334
2016-01-03 00:00:00+00:00,12959.916666666666,12292.057291666666
2016-01-04 00:00:00+00:00,15297.6015625,15092.8125
2016-01-05 00:00:00+00:00,15376.307291666666,15591.21875
2016-01-06 00:00:00+00:00,15175.5546875,15061.182291666666
2016-01-07 00:00:00+00:00,16078.494791666666,16049.067708333334
2016-01-08 00:00:00+00:00,16851.0859375,15805.182291666666
2016-01-09 00:00:00+00:00,13890.0703125,13493.567708333334
2016-01-10 00:00:00+00:00,13172.848958333334,12694.255208333334
2016-01-11 00:00:00+00:00,15373.479166666666,16159.888020833334
2016-01-12 00:00:00+00:00,16662.041666666668,16369.604166666666
2016-01-13 00:00:00+00:00,17220.252604166668,16507.776041666668
2016-01-14 00:00:00+00:00,16968.130208333332,16382.638020833334
2016-01-15 00:00:00+00:00,16313.890625,16377.3125
2016-01-16 00:00:00+00:00,14620.1953125,14045.158854166666
2016-01-17 00:00:00+00:00,13894.9375,13201.786458333334
2016-01-18 00:00:00+00:00,16605.875,16748.223958333332
2016-01-19 00:00:00+00:00,17606.265625,17141.106770833332
2016-01-20 00:00:00+00:00,17205.885416666668,17029.111979166668
2016-01-21 00:00:00+00:00,15982.044270833334,16958.3203125
2016-01-22 00:00:00+00:00,17102.8046875,16853.940104166668
2016-01-23 00:00:00+00:00,15022.234375,14360.544270833334
2016-01-24 00:00:00+00:00,13742.78125,13100.0078125
2016-01-25 00:00:00+00:00,16425.557291666668,15973.049479166666
2016-01-26 00:00:00+00:00,16909.903645833332,16246.057291666666
2016-01-27 00:00:00+00:00,16828.091145833332,16361.481770833334
2016-01-28 00:00:00+00:00,16653.1171875,16150.822916666666
2016-01-29 00:00:00+00:00,16556.244791666668,15995.895833333334
2016-01-30 00:00:00+00:00,15417.606770833334,13976.0625
2016-01-31 00:00:00+00:00,13531.8125,12789.315104166666
2016-02-01 00:00:00+00:00,16070.197916666666,16096.3203125
2016-02-02 00:00:00+00:00,16494.0703125,16421.106770833332
2016-02-03 00:00:00+00:00,16337.166666666666,16409.671875
2016-02-04 00:00:00+00:00,16649.052083333332,16387.296875
2016-02-05 00:00:00+00:00,15965.6328125,15931.572916666666
2016-02-06 00:00:00+00:00,14063.143229166666,13503.6875
2016-02-07 00:00:00+00:00,13781.1484375,12579.755208333334
2016-02-08 00:00:00+00:00,16598.390625,15735.875
2016-02-09 00:00:00+00:00,16484.640625,16184.6640625
2016-02-10 00:00:00+00:00,16683.609375,16409.953125
2016-02-11 00:00:00+00:00,16451.703125,16115.934895833334
2016-02-12 00:00:00+00:00,15320.479166666666,15909.536458333334
2016-02-13 00:00:00+00:00,13678.7890625,13830.4609375
2016-02-14 00:00:00+00:00,13302.114583333334,12857.322916666666
2016-02-15 00:00:00+00:00,15746.239583333334,16254.018229166666
2016-02-16 00:00:00+00:00,15780.8046875,16504.401041666668
2016-02-17 00:00:00+00:00,16036.372395833334,16626.265625
2016-02-18 00:00:00+00:00,15374.005208333334,16251.635416666666
2016-02-19 00:00:00+00:00,15385.932291666666,16256.5234375
2016-02-20 00:00:00+00:00,15168.947916666666,14364.986979166666
2016-02-21 00:00:00+00:00,14331.2109375,12923.921875
2016-02-22 00:00:00+00:00,16405.380208333332,16071.947916666666
2016-02-23 00:00:00+00:00,15889.010416666666,16243.815104166666
2016-02-24 00:00:00+00:00,15843.393229166666,16132.971354166666
2016-02-25 00:00:00+00:00,15529.846354166666,16209.653645833334
2016-02-26 00:00:00+00:00,14972.2578125,15751.692708333334
2016-02-27 00:00:00+00:00,12760.6328125,13439.822916666666
2016-02-28 00:00:00+00:00,12550.442708333334,12608.252604166666
2016-02-29 00:00:00+00:00,15566.752604166666,15876.575520833334
2016-03-01 00:00:00+00:00,16189.291666666666,16490.671875
2016-03-02 00:00:00+00:00,16441.859375,16312.609375
2016-03-03 00:00:00+00:00,15248.682291666666,16163.989583333334
2016-03-04 00:00:00+00:00,15563.677083333334,15931.611979166666
2016-03-05 00:00:00+00:00,12309.684895833334,13546.309895833334
2016-03-06 00:00:00+00:00,11819.0703125,12628.307291666666
2016-03-07 00:00:00+00:00,14907.2265625,15693.4375
2016-03-08 00:00:00+00:00,15691.606770833334,16135.338541666666
2016-03-09 00:00:00+00:00,16176.833333333334,16044.549479166666
2016-03-10 00:00:00+00:00,15073.729166666666,15909.546875
2016-03-11 00:00:00+00:00,14411.994791666666,15681.40625
2016-03-12 00:00:00+00:00,12124.5859375,13494.604166666666
