date,biomass,hydropower,wind_offshore,wind_onshore,solar,other_renewables,nuclear_energy,lignite,hard_coal,natural_gas,pumped_storage,other_conventional,realized_load
2015-01-01 00:00:00+00:00,995.6875,297.0,129.0625,2074.375,0.0,30.625,2771.5625,3830.4375,587.8125,217.6875,269.8125,1233.1875,10863.6875
2015-01-01 01:00:00+00:00,1004.875,284.8125,128.5,2135.0,0.0,23.25,2756.5625,3704.375,556.75,202.375,196.75,1260.4375,10490.8125
2015-01-01 02:00:00+00:00,1010.1875,280.625,129.4375,2138.0,0.0,21.625,2756.9375,3518.75,584.9375,205.25,71.9375,1271.0,10154.4375
2015-01-01 03:00:00+00:00,1009.4375,278.0,129.9375,2160.875,0.0,21.625,2740.5625,3528.75,615.375,207.8125,86.6875,1267.6875,9984.1875
2015-01-01 04:00:00+00:00,1007.0625,276.9375,130.0,2177.9375,0.0,21.6875,2674.0,3368.5625,554.4375,212.75,191.375,1274.1875,9818.125
2015-01-01 05:00:00+00:00,1003.3125,277.9375,130.375,2291.8125,0.0,21.75,2574.875,3100.9375,593.3125,217.0625,103.625,1288.25,9462.5625
2015-01-01 06:00:00+00:00,1003.1875,278.4375,130.0625,2452.75,0.0,21.75,2508.8125,3015.625,622.75,219.0,145.625,1290.25,9524.625
2015-01-01 07:00:00+00:00,999.9375,276.875,131.3125,2420.75,13.25,21.75,2561.4375,3101.25,632.5625,222.0625,187.625,1348.375,9698.125
2015-01-01 08:00:00+00:00,1004.0625,280.25,131.75,2375.4375,193.3125,21.4375,2515.0625,3199.6875,596.5625,222.875,96.75,1471.0,10351.5625
2015-01-01 09:00:00+00:00,1001.9375,280.5,131.25,2506.25,529.1875,20.5,2520.5625,3182.125,639.25,222.0625,44.0625,1516.0,11066.625
2015-01-01 10:00:00+00:00,1002.9375,286.5625,131.8125,2715.625,841.0625,20.5,2487.25,3112.75,664.4375,219.125,221.125,1478.6875,11801.5625
2015-01-01 11:00:00+00:00,1003.5,284.9375,131.9375,2893.8125,1049.5625,20.5,2529.75,3116.125,734.4375,218.5625,176.25,1444.5625,12125.5625
2015-01-01 12:00:00+00:00,1001.375,282.0,131.9375,2994.3125,875.125,21.125,2613.375,3104.4375,702.5625,220.875,241.8125,1452.1875,11881.9375
2015-01-01 13:00:00+00:00,1006.0625,288.6875,131.1875,2849.0,569.6875,21.75,2707.0625,3155.375,666.0,222.5625,294.0625,1460.625,11693.0
2015-01-01 14:00:00+00:00,1007.1875,290.0,131.125,2831.625,186.375,21.5,2767.4375,3346.8125,621.3125,242.3125,415.75,1518.8125,11683.375
2015-01-01 15:00:00+00:00,1007.6875,286.4375,131.125,3264.5,12.5,20.5,2751.625,3669.75,667.1875,271.3125,306.75,1486.5,12279.1875
2015-01-01 16:00:00+00:00,1007.3125,292.875,131.125,3727.875,0.0,20.5625,2764.375,3741.0625,702.1875,298.4375,399.4375,1366.125,13406.0625
2015-01-01 17:00:00+00:00,1006.875,292.125,131.0,4086.0,0.0,21.5,2732.5625,3571.5,672.5625,283.875,330.0,1401.0,13576.3125
2015-01-01 18:00:00+00:00,1000.6875,289.4375,130.875,4371.125,0.0,21.9375,2715.4375,3374.5,622.6875,280.9375,383.875,1466.5625,13408.625
2015-01-01 19:00:00+00:00,997.875,292.0625,130.5625,4664.75,0.0,22.0,2585.75,3091.5,610.0,302.3125,290.6875,1465.3125,12858.9375
2015-01-01 20:00:00+00:00,997.5625,296.625,130.25,4957.875,0.0,22.0,2460.0,2821.1875,602.25,301.4375,209.6875,1522.6875,12522.9375
2015-01-01 21:00:00+00:00,1000.0,292.5625,129.875,5179.0,0.0,22.0,2437.25,2607.125,574.6875,331.0625,516.6875,1521.1875,12541.3125
2015-01-01 22:00:00+00:00,1000.5,290.5,123.5,5397.25,0.0,22.0,2261.4375,2465.3125,552.3125,303.1875,359.0625,1497.3125,11869.5625
2015-01-01 23:00:00+00:00,999.9375,280.5,76.25,5541.6875,0.0,22.0,2041.1875,2258.875,556.375,293.0,325.25,1494.5,11115.125
2015-01-02 00:00:00+00:00,1000.8125,282.3125,69.125,5789.5,0.0,21.9375,1786.9375,2253.375,547.1875,281.9375,223.375,1592.6875,10667.625
2015-01-02 01:00:00+00:00,999.3125,281.0625,70.5,5991.5,0.0,21.9375,1668.9375,2254.625,493.625,280.8125,152.125,1468.4375,10433.875
2015-01-02 02:00:00+00:00,1000.0,283.3125,81.1875,6177.1875,0.0,21.9375,1616.6875,2191.25,476.75,280.0625,50.875,1464.5,10414.1875
2015-01-02 03:00:00+00:00,998.0,280.5625,83.75,6346.5,0.0,22.0,1576.0,2099.5625,524.6875,282.4375,178.125,1503.1875,10617.125
2015-01-02 04:00:00+00:00,995.375,275.1875,97.0625,6445.9375,0.0,22.0,1690.0,2148.25,601.5,289.375,182.3125,1555.3125,10965.9375
2015-01-02 05:00:00+00:00,992.8125,279.125,124.5625,6464.3125,0.0,23.4375,1860.5,2192.0625,687.375,297.0625,120.1875,1522.5625,11579.6875
2015-01-02 06:00:00+00:00,1000.375,282.25,124.5625,6423.625,0.0,31.75,2018.9375,2230.0625,815.5,313.375,182.5625,1679.5625,12644.8125
2015-01-02 07:00:00+00:00,1005.1875,282.5,120.0,6527.4375,9.5,33.625,2295.0625,2497.0625,981.6875,319.1875,272.125,1683.1875,13645.8125
2015-01-02 08:00:00+00:00,1001.5,272.8125,91.875,6391.6875,63.125,33.5,2452.4375,2742.4375,1035.875,321.0,397.5625,1683.625,14428.3125
2015-01-02 09:00:00+00:00,999.0,272.5,101.5,6308.875,166.6875,33.375,2524.4375,2969.8125,1056.4375,324.0625,273.25,1692.0,14932.6875
2015-01-02 10:00:00+00:00,994.875,277.375,104.875,6347.6875,315.625,34.0,2558.0,3089.8125,1065.5625,329.625,208.1875,1655.375,15327.875
2015-01-02 11:00:00+00:00,1003.625,276.125,103.5625,6306.9375,431.5,34.0,2559.375,3155.375,1070.5,326.1875,290.75,1606.6875,15375.9375
2015-01-02 12:00:00+00:00,1002.375,274.5,107.75,6340.8125,474.8125,33.8125,2565.8125,2973.0,1020.5,322.125,268.375,1511.25,15120.125
2015-01-02 13:00:00+00:00,1005.0,278.6875,121.4375,6202.875,338.0625,32.75,2546.8125,2939.5,964.875,323.5,336.6875,1552.625,14813.5625
2015-01-02 14:00:00+00:00,1004.0,278.625,122.3125,6123.25,129.0625,32.75,2551.8125,3167.25,994.8125,326.875,299.875,1599.5,14638.125
2015-01-02 15:00:00+00:00,1007.75,282.0,123.375,6056.375,11.375,33.25,2610.0625,3306.4375,1060.375,324.625,421.9375,1524.5,14977.5625
2015-01-02 16:00:00+00:00,1008.5,284.9375,123.0,5952.375,0.0,33.875,2658.3125,3411.5,1095.9375,336.9375,404.4375,1563.1875,15740.0625
2015-01-02 17:00:00+00:00,1008.6875,288.625,118.8125,6133.75,0.0,34.0625,2678.625,3361.75,1069.5625,334.0,437.8125,1516.0625,15814.6875
2015-01-02 18:00:00+00:00,1008.3125,291.625,125.4375,6070.25,0.0,34.0,2675.625,3238.1875,1012.8125,330.5625,454.0,1526.375,15387.25
2015-01-02 19:00:00+00:00,1007.125,289.75,127.875,5941.75,0.0,34.0,2635.0625,2723.625,943.0625,325.6875,256.8125,1532.0625,14429.875
2015-01-02 20:00:00+00:00,1009.25,286.75,119.0625,5972.5,0.0,34.0,2506.0,2483.0,957.8125,317.9375,147.8125,1484.75,13802.0
2015-01-02 21:00:00+00:00,1006.1875,292.625,125.5625,6010.75,0.0,34.0,2419.875,2421.25,977.5625,301.875,252.0625,1456.1875,13387.0625
2015-01-02 22:00:00+00:00,1003.8125,298.1875,118.875,6037.625,0.0,34.0,2112.375,2227.9375,893.9375,297.5625,244.6875,1322.375,11969.375
2015-01-02 23:00:00+00:00,997.9375,295.25,127.3125,5891.625,0.0,33.6875,2029.0,2069.6875,691.5,285.0625,172.8125,1310.0,11054.75
2015-01-03 00:00:00+00:00,996.875,296.0625,127.3125,5691.875,0.0,33.5,1999.5,2055.4375,584.5,309.8125,166.3125,1369.4375,10482.3125
2015-01-03 01:00:00+00:00,999.375,306.5625,128.1875,5401.125,0.0,33.625,1998.5625,2072.6875,500.75,309.375,137.125,1338.0,10134.875
2015-01-03 02:00:00+00:00,999.8125,308.5,128.0,5101.375,0.0,33.75,2168.0,2048.3125,483.25,274.5,211.75,1307.4375,10054.1875
2015-01-03 03:00:00+00:00,994.125,292.4375,128.25,4944.4375,0.0,33.75,2262.375,2202.1875,486.6875,268.9375,102.0625,1211.3125,10127.9375
2015-01-03 04:00:00+00:00,990.125,295.0625,128.25,4998.6875,0.0,33.75,2322.875,2387.6875,493.6875,256.5625,3.8125,1323.0625,10230.5
2015-01-03 05:00:00+00:00,991.375,296.5625,128.25,5203.375,0.0,33.75,2422.25,2318.6875,498.5,261.25,5.375,1384.1875,10550.0
2015-01-03 06:00:00+00:00,993.3125,298.1875,128.25,5358.1875,0.0,33.9375,2439.0,2427.0625,490.625,267.6875,19.1875,1429.125,11148.875
2015-01-03 07:00:00+00:00,995.8125,298.875,128.0,5617.0,18.375,34.0,2576.0625,2565.3125,536.5,294.6875,8.5625,1399.75,11962.125
2015-01-03 08:00:00+00:00,995.3125,311.375,123.0625,5731.6875,152.0,34.0,2648.9375,2875.0625,652.25,309.4375,142.25,1307.9375,12833.75
2015-01-03 09:00:00+00:00,997.625,309.9375,118.4375,5655.8125,319.625,33.9375,2607.3125,3221.9375,725.5625,311.3125,166.25,1354.75,13495.0
2015-01-03 10:00:00+00:00,995.0,310.5625,125.5625,5681.875,425.0,33.875,2630.1875,3358.3125,693.5,298.4375,290.4375,1372.8125,14004.8125
2015-01-03 11:00:00+00:00,995.625,312.4375,119.8125,5587.3125,404.375,33.75,2741.9375,3444.0625,716.125,304.0,434.75,1512.1875,14005.5625
2015-01-03 12:00:00+00:00,993.75,318.125,128.9375,5164.5,288.75,33.75,2770.3125,3528.6875,651.5,317.5625,417.25,1644.875,13974.5625
2015-01-03 13:00:00+00:00,995.375,321.625,128.25,4737.6875,146.625,33.75,2821.875,3525.625,609.1875,350.5625,505.875,1593.5,13749.0
2015-01-03 14:00:00+00:00,996.4375,331.6875,122.1875,4244.6875,48.625,33.875,2819.5,3519.5625,733.0,357.3125,695.5625,1505.5,13717.4375
2015-01-03 15:00:00+00:00,1005.125,334.625,118.8125,3890.625,5.3125,34.0,2812.8125,3634.25,774.75,363.5625,448.5,1621.0,14280.5
2015-01-03 16:00:00+00:00,1005.9375,341.0,122.0,3722.4375,0.0,33.9375,2794.9375,3792.8125,828.1875,373.875,478.5,1702.75,15069.1875
2015-01-03 17:00:00+00:00,1006.3125,345.6875,128.3125,3483.9375,0.0,33.8125,2778.375,3873.75,845.125,384.0,498.3125,1766.5,15156.6875
2015-01-03 18:00:00+00:00,1009.5,356.125,128.5,3108.0625,0.0,33.875,2798.375,3908.0625,839.5,385.0,384.5,1778.3125,14821.3125
2015-01-03 19:00:00+00:00,1012.875,365.75,128.375,3339.25,0.0,33.875,2754.125,3987.0,767.75,369.625,424.1875,1505.0,13816.8125
2015-01-03 20:00:00+00:00,1007.75,371.625,128.5625,3675.5,0.0,33.75,2709.9375,3997.375,582.375,305.9375,160.8125,1412.25,13180.4375
2015-01-03 21:00:00+00:00,1003.125,378.375,128.6875,3824.0625,0.0,33.75,2734.625,3861.75,534.3125,257.1875,358.375,1350.1875,13091.1875
2015-01-03 22:00:00+00:00,1002.4375,387.5,128.5625,4205.75,0.0,33.5625,2672.0,3506.5625,530.6875,232.0,349.625,1324.375,12385.5625
2015-01-03 23:00:00+00:00,1001.8125,405.125,128.625,4337.5,0.0,33.8125,2630.3125,2647.9375,476.25,189.375,374.625,1394.125,11606.5
2015-01-04 00:00:00+00:00,1003.375,429.375,128.4375,4555.625,0.0,33.875,2544.5625,2452.75,454.9375,188.875,230.5,1421.875,10567.125
2015-01-04 01:00:00+00:00,1004.0625,447.6875,127.875,4596.625,0.0,33.75,2431.8125,2452.3125,437.3125,189.5625,69.5,1301.9375,10208.75
2015-01-04 02:00:00+00:00,1004.0625,456.6875,125.9375,4615.5,0.0,33.75,2410.0,2456.625,422.5625,190.75,191.5625,1286.8125,10053.4375
2015-01-04 03:00:00+00:00,1002.1875,463.3125,126.25,4648.3125,0.0,33.75,2381.3125,2425.25,407.625,191.9375,47.625,1350.5625,10082.125
2015-01-04 04:00:00+00:00,1002.0,466.9375,126.0,4561.5,0.0,33.75,2296.375,2419.9375,406.6875,192.0,30.5,1321.75,9974.8125
2015-01-04 05:00:00+00:00,998.125,464.0,124.625,4532.0,0.0,34.0,2196.25,2404.875,414.9375,201.5625,5.125,1208.25,9829.0625
2015-01-04 06:00:00+00:00,999.4375,461.4375,123.875,4374.875,0.0,34.0,2192.1875,2376.75,433.6875,225.875,20.4375,1202.1875,10455.0
2015-01-04 07:00:00+00:00,1006.125,451.5625,124.8125,4365.5,14.5,34.0,2299.4375,2414.3125,468.625,267.375,43.125,1283.25,11163.3125
2015-01-04 08:00:00+00:00,1006.4375,455.0,122.875,4189.25,243.5,34.0,2562.5,2534.6875,495.5625,243.625,182.875,1358.375,11964.625
2015-01-04 09:00:00+00:00,1007.0625,449.0625,124.4375,4081.0,692.75,33.875,2708.125,2601.0,528.9375,242.625,232.0,1409.5625,12804.625
2015-01-04 10:00:00+00:00,1003.1875,442.375,125.25,4100.9375,1037.6875,33.75,2742.5,2756.3125,530.875,242.25,432.4375,1561.9375,13624.9375
2015-01-04 11:00:00+00:00,1002.1875,432.375,121.375,4090.75,1144.8125,33.8125,2713.8125,2829.8125,528.4375,239.3125,345.8125,1459.0625,13703.5
2015-01-04 12:00:00+00:00,1008.75,427.9375,117.8125,4046.8125,998.125,33.9375,2688.4375,2866.125,505.5,227.375,227.4375,1402.3125,13315.4375
2015-01-04 13:00:00+00:00,1014.5,435.75,122.3125,3907.3125,605.3125,33.9375,2802.0625,2867.375,507.25,226.5,169.9375,1383.8125,12879.6875
2015-01-04 14:00:00+00:00,1018.875,429.6875,120.4375,3650.5625,238.0,33.75,2811.5625,3281.5625,503.25,226.625,294.6875,1392.5625,12778.125
2015-01-04 15:00:00+00:00,1017.875,429.5,114.6875,3425.375,20.9375,33.75,2810.9375,3558.0625,545.0625,226.875,556.6875,1463.25,13286.0625
2015-01-04 16:00:00+00:00,1016.75,431.25,116.0,3312.625,0.0,33.75,2821.0625,3737.5,543.8125,239.4375,726.75,1383.5625,14405.125
2015-01-04 17:00:00+00:00,1019.3125,435.875,117.375,3320.125,0.0,33.75,2813.0,3740.625,555.625,241.875,654.125,1429.6875,14679.5
2015-01-04 18:00:00+00:00,1018.25,433.125,107.1875,3455.4375,0.0,33.75,2814.375,3760.0625,547.125,243.875,365.25,1462.125,14318.0
2015-01-04 19:00:00+00:00,1017.0,432.1875,105.4375,3427.5625,0.0,33.75,2811.1875,3857.375,545.25,232.5,312.5625,1404.25,13675.75
2015-01-04 20:00:00+00:00,1017.8125,426.625,101.5,3165.875,0.0,33.75,2833.6875,3835.375,534.25,230.1875,271.0625,1461.125,13304.5625
2015-01-04 21:00:00+00:00,1016.5625,426.375,116.375,2998.125,0.0,33.75,2820.75,3848.9375,522.4375,239.1875,449.125,1423.125,13282.375
2015-01-04 22:00:00+00:00,1015.5,419.8125,115.125,2998.1875,0.0,33.75,2770.6875,3849.5625,490.125,228.125,391.0625,1357.9375,12511.5625
2015-01-04 23:00:00+00:00,1016.0,420.0625,118.4375,2961.8125,0.0,33.0625,2733.625,4010.4375,550.375,246.75,333.5625,1301.75,11667.0
2015-01-05 00:00:00+00:00,1017.3125,419.125,116.1875,2953.6875,0.0,32.75,2763.75,3847.625,540.8125,240.3125,259.5625,1185.8125,11156.75
2015-01-05 01:00:00+00:00,1017.125,415.375,115.375,3049.6875,0.0,32.75,2715.25,3851.9375,503.0,245.75,66.375,1316.625,10908.875
2015-01-05 02:00:00+00:00,1016.75,411.0,112.5625,3078.1875,0.0,32.75,2690.0,3882.1875,512.3125,249.1875,68.5,1403.0625,10920.8125
2015-01-05 03:00:00+00:00,1013.0,408.0,113.375,3273.375,0.0,32.75,2658.1875,3862.3125,695.875,261.1875,1.3125,1555.9375,11242.3125
2015-01-05 04:00:00+00:00,1008.5,405.8125,114.5625,3598.625,0.0,33.0625,2617.375,3651.75,942.6875,318.5625,27.0,1593.375,12084.25
2015-01-05 05:00:00+00:00,1002.9375,401.8125,107.5625,3744.75,0.0,33.5,2631.5,3651.875,1342.1875,396.4375,28.0625,1815.3125,13551.75
2015-01-05 06:00:00+00:00,1002.25,397.5,99.0625,3729.3125,0.0,33.5,2679.1875,4008.5625,1593.875,423.5,30.6875,2089.0625,15096.6875
2015-01-05 07:00:00+00:00,998.3125,394.3125,83.875,3713.5,23.1875,33.5,2720.8125,4227.75,1848.125,434.0,133.75,2242.375,15981.0625
2015-01-05 08:00:00+00:00,988.25,389.4375,80.6875,3572.0,264.375,33.5,2787.3125,4214.75,1979.9375,425.0625,178.1875,2302.125,16289.1875
2015-01-05 09:00:00+00:00,987.75,390.75,83.0,3327.5,746.5,33.5,2810.9375,4293.625,1924.875,443.875,143.75,2318.5,16617.3125
2015-01-05 10:00:00+00:00,990.3125,391.125,89.125,2988.375,1192.4375,33.5,2813.875,4324.3125,1892.4375,419.4375,245.625,2454.0,16900.5625
2015-01-05 11:00:00+00:00,995.375,391.9375,102.8125,2676.75,1467.375,33.5,2825.4375,4343.1875,1994.625,418.5,378.625,2473.6875,16909.0
2015-01-05 12:00:00+00:00,1002.3125,390.625,96.6875,2351.9375,1416.625,33.25,2830.375,4392.5,2057.0,439.1875,276.25,2469.625,16700.5
2015-01-05 13:00:00+00:00,1003.625,397.5,79.875,1886.9375,1023.75,33.375,2840.6875,4438.75,2315.4375,425.625,303.8125,2469.5,16421.375
2015-01-05 14:00:00+00:00,1000.6875,394.25,68.375,1482.8125,446.875,33.6875,2845.9375,4465.375,2465.875,434.625,397.125,2606.0625,16240.5
2015-01-05 15:00:00+00:00,1008.25,395.875,49.0,1220.3125,49.4375,34.1875,2846.5,4468.1875,2669.9375,461.875,425.75,2690.9375,16523.1875
2015-01-05 16:00:00+00:00,1007.25,384.8125,38.6875,1088.1875,0.0,34.25,2848.0625,4475.5,2658.0625,448.375,593.25,2669.8125,17435.5625
2015-01-05 17:00:00+00:00,1008.5,389.0625,39.25,1019.8125,0.0,34.25,2848.9375,4488.875,2689.375,429.5625,684.0,2794.875,17430.0
2015-01-05 18:00:00+00:00,1007.8125,388.5625,54.25,926.6875,0.0,34.25,2850.0,4485.8125,2743.0,393.625,472.5,2768.9375,16990.5
2015-01-05 19:00:00+00:00,1006.5625,387.4375,43.0,753.4375,0.0,34.25,2852.5625,4476.3125,2794.4375,340.4375,336.25,2563.0625,15909.125
2015-01-05 20:00:00+00:00,1006.25,385.3125,39.25,620.0625,0.0,34.3125,2851.5625,4480.0,2602.625,310.8125,304.375,2420.5625,15147.5
2015-01-05 21:00:00+00:00,1004.5625,386.625,43.4375,483.5625,0.0,33.75,2853.5,4477.5,2553.625,297.4375,391.8125,2303.5625,14706.0625
2015-01-05 22:00:00+00:00,1002.5625,386.8125,47.9375,404.5625,0.0,33.25,2854.875,4473.6875,2391.1875,283.8125,354.5,2160.4375,13652.0
2015-01-05 23:00:00+00:00,999.5,388.875,44.9375,327.9375,0.0,33.25,2856.0625,4437.375,2317.5625,338.25,223.0625,2010.8125,12806.3125
2015-01-06 00:00:00+00:00,985.125,387.8125,40.0625,252.8125,0.0,33.25,2857.1875,4455.25,2236.1875,338.8125,102.125,1809.0625,12217.1875
2015-01-06 01:00:00+00:00,1000.3125,386.5,36.0625,190.75,0.0,33.25,2856.125,4460.25,2267.125,338.5625,105.625,1944.1875,11967.5625
2015-01-06 02:00:00+00:00,1000.875,384.25,34.125,175.8125,0.0,33.25,2854.75,4448.6875,2270.125,340.25,115.6875,1751.0,11970.5
2015-01-06 03:00:00+00:00,1000.3125,388.0625,38.0,191.0625,0.0,33.25,2856.375,4465.4375,2307.875,372.125,40.0625,1790.0,12155.4375
2015-01-06 04:00:00+00:00,997.4375,383.5,43.625,232.0,0.0,33.25,2856.8125,4477.5,2238.9375,408.8125,131.625,1929.375,12595.9375
2015-01-06 05:00:00+00:00,995.9375,381.8125,49.8125,308.4375,0.0,33.25,2842.1875,4467.375,2339.8125,450.5625,278.625,2187.75,13633.1875
2015-01-06 06:00:00+00:00,995.625,379.5625,58.125,390.0,0.0,33.25,2839.0,4479.25,2694.25,479.3125,353.0625,2557.8125,14943.6875
2015-01-06 07:00:00+00:00,988.1875,378.0625,58.875,486.375,45.75,33.5,2852.0,4485.5625,2959.4375,483.8125,284.25,2684.125,15591.0
2015-01-06 08:00:00+00:00,979.4375,376.9375,57.8125,597.75,513.75,33.5625,2851.9375,4485.9375,3028.0,473.0625,248.5625,2541.5625,15930.3125
2015-01-06 09:00:00+00:00,977.1875,372.625,65.1875,701.0,1173.375,33.625,2854.75,4489.9375,2969.125,467.375,234.4375,2465.4375,16326.3125
2015-01-06 10:00:00+00:00,984.4375,377.6875,71.8125,787.5,1664.5625,33.9375,2852.625,4481.6875,2970.375,465.875,135.8125,2406.875,16642.125
2015-01-06 11:00:00+00:00,989.0,382.3125,72.6875,779.625,1818.125,34.25,2852.25,4462.5,3007.8125,463.875,63.8125,2363.5625,16617.4375
2015-01-06 12:00:00+00:00,987.625,373.5,70.4375,872.875,1587.6875,34.25,2851.125,4452.1875,2957.625,458.0,179.125,2367.6875,16338.6875
2015-01-06 13:00:00+00:00,934.4375,368.375,72.5,1014.625,989.5,34.25,2851.25,4413.8125,2986.0,458.9375,230.375,2392.8125,15916.1875
2015-01-06 14:00:00+00:00,935.5,364.125,80.875,1216.5625,388.375,34.25,2853.125,4407.1875,3051.0,470.5625,208.3125,2442.3125,15804.5625
2015-01-06 15:00:00+00:00,936.6875,365.25,93.0625,1575.4375,40.6875,34.375,2843.125,4361.5,3131.8125,484.9375,177.8125,2502.1875,16179.6875
2015-01-06 16:00:00+00:00,969.375,364.8125,100.6875,1929.5,0.0,34.5,2853.6875,4380.4375,3017.75,520.375,392.4375,2530.125,17235.6875
2015-01-06 17:00:00+00:00,999.125,372.9375,98.375,2245.75,0.0,34.5,2852.875,4298.25,2958.875,535.375,303.4375,2466.4375,17226.0
2015-01-06 18:00:00+00:00,997.375,372.0,96.9375,2296.75,0.0,34.5,2852.6875,4294.8125,2931.3125,551.8125,221.375,2533.1875,16889.5625
2015-01-06 19:00:00+00:00,994.75,369.3125,105.875,2322.6875,0.0,34.5,2855.5625,4285.1875,2861.0,493.4375,250.5,2463.1875,16002.9375
2015-01-06 20:00:00+00:00,992.1875,373.0625,100.75,2215.125,0.0,34.5,2849.8125,4286.0625,2545.1875,467.5625,172.75,2384.4375,15312.75
2015-01-06 21:00:00+00:00,992.5625,370.5625,112.625,2303.8125,0.0,33.5,2843.0625,4273.3125,2479.0,459.625,218.25,2024.9375,14706.0
2015-01-06 22:00:00+00:00,994.625,376.3125,118.6875,2262.5,0.0,33.5625,2850.625,4351.4375,2261.75,397.0,204.0625,1818.75,13709.6875
2015-01-06 23:00:00+00:00,993.6875,374.1875,120.75,2160.9375,0.0,33.75,2856.6875,4207.1875,2051.1875,351.0625,149.0625,1604.875,12817.9375
2015-01-07 00:00:00+00:00,995.625,368.4375,115.4375,2013.0,0.0,33.75,2857.625,4222.1875,1893.4375,349.375,164.3125,1651.875,12280.25
2015-01-07 01:00:00+00:00,996.5,365.125,97.8125,1949.3125,0.0,33.75,2859.125,4306.875,1811.5,349.1875,162.8125,1602.3125,12108.0625
2015-01-07 02:00:00+00:00,994.6875,363.875,97.25,2080.375,0.0,33.75,2849.625,4288.1875,1826.0,349.6875,44.5625,1537.4375,12135.875
2015-01-07 03:00:00+00:00,994.375,364.3125,97.1875,2091.1875,0.0,33.75,2850.0,4292.0,1965.5,383.6875,45.25,1582.25,12391.25
2015-01-07 04:00:00+00:00,996.375,371.0,82.0,2030.875,0.0,33.75,2855.375,4300.75,2180.75,434.0625,32.0,1759.25,13258.4375
2015-01-07 05:00:00+00:00,990.4375,364.3125,68.5,2046.0625,0.0,33.75,2856.375,4260.875,2823.8125,504.6875,304.625,2169.0,15196.4375
2015-01-07 06:00:00+00:00,991.6875,365.1875,63.375,1953.0625,0.0,34.0625,2855.25,4234.9375,3179.5625,553.3125,374.3125,2653.6875,16951.3125
2015-01-07 07:00:00+00:00,987.1875,376.0625,71.375,1859.9375,12.625,34.25,2856.125,4259.0625,3232.6875,667.1875,508.9375,2779.8125,17727.375
2015-01-07 08:00:00+00:00,988.875,371.375,87.4375,1737.25,152.1875,34.25,2864.8125,4257.5,3286.4375,669.9375,283.25,2792.3125,17789.25
2015-01-07 09:00:00+00:00,984.4375,368.8125,98.8125,1679.6875,453.125,34.25,2864.375,4502.0,3334.25,674.0625,338.3125,2808.75,18069.0625
2015-01-07 10:00:00+00:00,989.8125,365.9375,119.3125,1687.9375,765.0625,34.25,2865.9375,4774.875,3148.8125,690.25,246.9375,2771.75,18342.9375
2015-01-07 11:00:00+00:00,990.5625,359.0625,125.875,1739.0,944.3125,34.25,2866.25,4782.6875,3195.875,688.125,167.6875,2712.375,18261.875
2015-01-07 12:00:00+00:00,993.5625,359.0625,121.9375,1821.9375,928.6875,34.125,2865.0,4727.625,3203.3125,717.9375,338.6875,2652.5,18064.4375
2015-01-07 13:00:00+00:00,1002.1875,359.875,123.8125,1708.5625,700.0625,34.0625,2866.5,4702.1875,3137.375,739.875,206.4375,2718.625,17775.0625
2015-01-07 14:00:00+00:00,1007.25,363.0625,127.125,1646.6875,289.1875,34.25,2866.9375,4697.6875,3016.5625,773.3125,420.25,2729.875,17551.3125
2015-01-07 15:00:00+00:00,1011.6875,364.9375,129.3125,1757.1875,33.4375,34.25,2867.5,4698.5625,3085.375,857.9375,576.25,2724.4375,17711.1875
2015-01-07 16:00:00+00:00,1013.25,382.5,131.125,2043.4375,0.0,34.25,2867.0625,4728.5625,3070.125,936.3125,584.375,2707.0,18639.1875
2015-01-07 17:00:00+00:00,1015.3125,371.625,128.5625,2423.5625,0.0,34.25,2862.0,4736.4375,3081.9375,883.875,383.75,2802.625,18560.75
2015-01-07 18:00:00+00:00,1015.25,369.0625,131.25,2714.125,0.0,34.25,2867.125,4731.375,2999.0625,787.0625,188.875,2803.5,18092.0
2015-01-07 19:00:00+00:00,997.4375,387.5625,133.75,3066.9375,0.0,34.0625,2861.3125,4671.0,2844.3125,538.375,430.0,2524.9375,17054.1875
2015-01-07 20:00:00+00:00,996.9375,369.1875,133.8125,3368.5625,0.0,34.0,2854.9375,4644.0625,2639.3125,424.625,259.5625,2355.0625,16239.25
2015-01-07 21:00:00+00:00,992.75,378.625,133.6875,3506.4375,0.0,33.75,2861.375,4576.25,2107.6875,397.8125,191.375,2114.0625,15691.75
2015-01-07 22:00:00+00:00,992.75,382.4375,133.8125,3563.6875,0.0,33.5625,2859.8125,4542.1875,1714.5625,366.0625,295.8125,1796.5625,14515.0625
2015-01-07 23:00:00+00:00,990.125,379.25,133.6875,3625.5625,0.0,30.25,2832.0625,4598.375,1534.125,284.75,198.9375,1686.75,13586.3125
2015-01-08 00:00:00+00:00,989.75,373.625,133.5,3818.1875,0.0,25.125,2828.625,4481.875,1424.8125,284.75,251.0,1650.25,12991.9375
2015-01-08 01:00:00+00:00,992.875,375.1875,133.375,3978.8125,0.0,23.0,2830.125,4470.6875,1319.5,282.875,226.1875,1579.75,12724.9375
2015-01-08 02:00:00+00:00,992.5625,369.8125,132.75,4040.9375,0.0,24.125,2828.125,4402.875,1340.25,282.625,125.375,1570.9375,12766.9375
2015-01-08 03:00:00+00:00,995.125,377.75,132.1875,4064.625,0.0,27.5,2831.1875,4420.75,1375.0625,307.1875,170.0625,1601.3125,13042.4375
