date,current_energy_generation,realized_load,temperature_celsius
2022-08-20 00:00:00+00:00,9814.638020833334,10968.572916666666,21.849999999999998
2022-08-21 00:00:00+00:00,10452.388020833334,10310.510416666666,21.287499999999998
2022-08-22 00:00:00+00:00,11752.3359375,12911.796875,23.09583333333333
2022-08-23 00:00:00+00:00,12511.565104166666,13280.567708333334,23.8875
2022-08-24 00:00:00+00:00,12460.2109375,13298.630208333334,24.97083333333333
2022-08-25 00:00:00+00:00,13012.606770833334,13553.658854166666,25.1375
2022-08-26 00:00:00+00:00,11858.684895833334,13222.515625,23.979166666666668
2022-08-27 00:00:00+00:00,10712.145833333334,11204.8515625,21.058333333333334
2022-08-28 00:00:00+00:00,11608.380208333334,10639.763020833334,19.754166666666666
2022-08-29 00:00:00+00:00,11954.932291666666,12954.966145833334,19.120833333333334
2022-08-30 00:00:00+00:00,12612.098958333334,13232.265625,21.175
2022-08-31 00:00:00+00:00,13349.130208333334,13396.200520833334,20.345833333333335
2022-09-01 00:00:00+00:00,12643.005208333334,13243.0,19.595833333333335
2022-09-02 00:00:00+00:00,14131.625,13353.036458333334,19.070833333333333
2022-09-03 00:00:00+00:00,12583.8828125,11575.447916666666,17.791666666666668
2022-09-04 00:00:00+00:00,11665.0546875,10870.671875,19.420833333333334
2022-09-05 00:00:00+00:00,14140.856770833334,13764.3046875,20.566666666666666
2022-09-06 00:00:00+00:00,13901.713541666666,13891.197916666666,21.837500000000002
2022-09-07 00:00:00+00:00,12086.84375,13786.395833333334,20.966666666666665
2022-09-08 00:00:00+00:00,12425.0703125,13983.846354166666,18.283333333333335
2022-09-09 00:00:00+00:00,12142.203125,13331.294270833334,16.220833333333335
2022-09-10 00:00:00+00:00,10272.6953125,11261.604166666666,15.870833333333332
2022-09-11 00:00:00+00:00,9446.059895833334,10474.643229166666,17.125
2022-09-12 00:00:00+00:00,11790.3671875,13043.635416666666,16.829166666666666
2022-09-13 00:00:00+00:00,12892.674479166666,13752.731770833334,16.7
2022-09-14 00:00:00+00:00,11381.921875,13646.119791666666,17.745833333333334
2022-09-15 00:00:00+00:00,13529.158854166666,13958.973958333334,16.837500000000002
2022-09-16 00:00:00+00:00,14477.986979166666,13951.109375,13.508333333333333
2022-09-17 00:00:00+00:00,12893.783854166666,11952.234375,11.570833333333333
2022-09-18 00:00:00+00:00,12606.9296875,11329.864583333334,11.383333333333333
2022-09-19 00:00:00+00:00,13480.723958333334,13679.4140625,11.966666666666667
2022-09-20 00:00:00+00:00,11981.6953125,13460.643229166666,10.983333333333334
2022-09-21 00:00:00+00:00,11764.479166666666,13345.966145833334,10.816666666666668
2022-09-22 00:00:00+00:00,12251.294270833334,13361.1328125,10.854166666666666
2022-09-23 00:00:00+00:00,12368.143229166666,13185.9453125,11.616666666666667
2022-09-24 00:00:00+00:00,10372.104166666666,11465.541666666666,12.570833333333333
2022-09-25 00:00:00+00:00,9985.359375,10752.3515625,12.520833333333334
2022-09-26 00:00:00+00:00,13957.346354166666,14050.111979166666,10.779166666666667
2022-09-27 00:00:00+00:00,12794.106770833334,13858.411458333334,10.15
2022-09-28 00:00:00+00:00,11153.578125,13681.057291666666,9.820833333333333
2022-09-29 00:00:00+00:00,11297.0390625,13678.479166666666,9.0
2022-09-30 00:00:00+00:00,12455.268229166666,13462.864583333334,9.675
2022-10-01 00:00:00+00:00,13235.2578125,12366.010416666666,11.65
2022-10-02 00:00:00+00:00,12349.6328125,11322.005208333334,12.295833333333334
2022-10-03 00:00:00+00:00,11831.7890625,11203.734375,11.529166666666667
2022-10-04 00:00:00+00:00,12920.40625,13534.716145833334,10.454166666666667
2022-10-05 00:00:00+00:00,14556.752604166666,14262.9375,14.154166666666667
2022-10-06 00:00:00+00:00,14317.125,14105.786458333334,13.733333333333334
2022-10-07 00:00:00+00:00,13707.346354166666,13704.145833333334,11.329166666666666
2022-10-08 00:00:00+00:00,12719.817708333334,11959.71875,11.612499999999999
2022-10-09 00:00:00+00:00,11292.885416666666,11022.872395833334,9.820833333333335
2022-10-10 00:00:00+00:00,13836.361979166666,14019.861979166666,12.345833333333333
2022-10-11 00:00:00+00:00,12034.252604166666,13865.596354166666,10.933333333333332
2022-10-12 00:00:00+00:00,11856.270833333334,13715.080729166666,10.237499999999999
2022-10-13 00:00:00+00:00,12023.130208333334,13757.03125,10.75
2022-10-14 00:00:00+00:00,11484.354166666666,13530.388020833334,13.620833333333332
2022-10-15 00:00:00+00:00,10974.1796875,11764.486979166666,15.258333333333333
2022-10-16 00:00:00+00:00,11229.471354166666,11260.690104166666,16.125
2022-10-17 00:00:00+00:00,13034.9609375,13687.625,16.758333333333333
2022-10-18 00:00:00+00:00,11735.067708333334,14092.411458333334,15.387500000000001
2022-10-19 00:00:00+00:00,11243.4765625,13881.622395833334,12.954166666666666
2022-10-20 00:00:00+00:00,13663.791666666666,14281.296875,11.779166666666667
2022-10-21 00:00:00+00:00,10506.161458333334,13650.322916666666,14.5625
2022-10-22 00:00:00+00:00,9421.90625,11596.627604166666,14.383333333333333
2022-10-23 00:00:00+00:00,9728.481770833334,10937.325520833334,13.866666666666667
2022-10-24 00:00:00+00:00,13509.15625,14030.3125,15.116666666666667
2022-10-25 00:00:00+00:00,11761.03125,14002.440104166666,13.254166666666668
2022-10-26 00:00:00+00:00,10905.3828125,13867.578125,14.145833333333334
2022-10-27 00:00:00+00:00,11700.549479166666,13904.6875,13.820833333333333
2022-10-28 00:00:00+00:00,11663.333333333334,13633.1953125,16.166666666666668
